ifsc,bank_id,branch,address,city,district,state,bank_name
ADCC0000064,61,MURTIJAPUR MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MURTIZAPUR MAIN, AT.PO.TQ. MURTIZAPUR, DIST.AKOLA. 444107",MURTIZAPUR,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000065,61,MURTIJAPUR MARKET YARD BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MURTIZAPUR M.Y., AT.PO.TQ. MURTIZAPUR, DIST.AKOLA. 444107",MURTIZAPUR,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000066,61,MURTIJAPUR CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MURTIZAPUR CITY, AT.PO.TQ. MURTIZAPUR, DIST.AKOLA. 444107",MURTIZAPUR,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000067,61,MANA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANA, AT. PO. MANA, TQ. MURTIZAPUR, DIST.AKOLA. 444106",MANA,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000068,61,KURUM BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KURUM, AT. PO. KURUM, TQ. MURTIZAPUR, DIST.AKOLA. 444115",KURUM,AKOLA,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000070,61,KARANJA MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KARANJA MAIN, AT. PO. TQ. KARANJA,  DIST.WASHIM. 444105",KARANJA,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000071,61,KARANJA CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KARANJA CITY, AT. PO. TQ. KARANJA,  DIST.WASHIM. 444105",KARANJA,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000072,61,KAMARGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KAMARGAON, AT. PO. KAMARGAON, TQ.KARANJA DIST. WASHIM. 444110",KAMARGAON,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000073,61,UMBARDA BAZAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH UMBARDA BAZAR, AT. PO. UMBARDA BAZAR, TQ.KARANJA, DIST. WASHIM.444102",UMBARDA BAZAR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000074,61,DHANAJ BUJRUK BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH DHANAJ BK, AT. PO. DHANAJ BK., TQ. KARANJA, DIST. WASHIM. 444110",DHANAJ BUDRUK,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000075,61,MANBHA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANBHA, AT. PO. MANBHA, TQ. KARANJA, DIST.WASHIM. 444105",UMBARDA BAZAR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000076,61,POHA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH POHA, AT. PO. POHA, TQ. KARANJA, DIST.WASHIM 444105",KARANJA,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000077,61,KAJALESHWAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KAJALESHWAR, AT. PO. KAJALESHWAR, TQ. KARANJA DIST. WASHIM. 444017",KAJALESHWAR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000078,61,MANGRULPIR MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANGRULPIR MAIN, AT. PO. TQ. MANGRULPIR, DIST.WASHIM. 444403",MANGRULPIR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000079,61,MANGRULPIR CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANGRULPIR CITY, AT. PO. TQ. MANGRULPIR, DIST.WASHIM. 444403",MANGRULPIR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
AKJB0000010,100,GORAKSHAN ROAD,"PRABHU PLAZA, NEAR POWER HOUSE, GORAKSHAN ROAD, AKOLA PIN 444 004",AKOLA,AKOLA,MAHARASHTRA,AKOLA JANATA COMMERCIAL COOPERATIVE BANK
ADCC0000080,61,MOHARI ┬áBRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MOHARI, AT. PO. MOHARI, TQ. MANGRULPIR, DIST.WASHIM. 444403",MANGRULPIR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000081,61,SHELU BAZAR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SHELU BAZAR, AT. PO. SHELU BAZAR, TQ.MANGRULPIR, DIST. WASHIM. 444402",SELU BAZAR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000082,61,WANOJA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WANOJA, AT. PO. WANOJA, TQ. MANGRULPIR, DIST.WASHIM. 444402",SELU BAZAR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
AKJB0000003,100,RISOD,"JANVAIBHAV, MAIN ROAD, CIVIL LINE, RISOD PIN 4440506",RISOD,WASHIM,MAHARASHTRA,AKOLA JANATA COMMERCIAL COOPERATIVE BANK
ADCC0000083,61,DHANORA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH DHANORA, AT. PO. DHANORA, TQ. MANGRULPIR, DIST. WASHIM. 444507",MANGRULPIR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000084,61,MANORA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANORA, AT. PO. TQ. MANORA, DIST. WASHIM. 444404",MANORA,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000085,61,SHENDURJANA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SHENDURJANA, AT. PO. SHENDURJANA, TQ.MANORA, DIST. WASHIM. 444403",SHENDURJANA,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000086,61,POHARADEVI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH POHARADEVI, AT. PO. POHARADEVI, TQ. MANORA, DIST. WASHIM. 444404",POHARADEVI,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000087,61,SAKHARDOH BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SAKHARDOH, AT. PO. SAKHARDOH, TQ. MANORA, DIST. WASHIM. 444403",MANORA,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000088,61,WASHIM MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WASHIM MAIN, NEAR BUS STAND, WASHIM TQ.DIST. WASHIM,  444505",WASHIM,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000089,61,WASHIM CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH WASHIM CITY, SHUKRAWAR PETH, WASHIM, TQ.DIST.WASHIM. 444505",WASHIM,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000090,61,ANSING BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH ANSING, AT. PO. ANSING, TQ. DIST. WASHIM. 444507",ANSING,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000091,61,TONDGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH TONDGAON, AT. PO. TONDGAON, TQ.DIST.WASHIM 444505",WASHIM,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000092,61,PARDI TAKMOR BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PARDITAKMOR, AT. PO. PARDITAKMOR, TQ.DIST.WASHIM. 444505",PARDI TAKMOR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000093,61,MALEGAON BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MALEGAON, AT. PO. TQ. MALEGAON, DIST.WASHIM. 444503",MALEGAON,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000094,61,KINHIRAJA BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KINHIRAJA, AT. PO. KINHIRAJA, TQ. MALEGAON, DIST.WASHIM. 444503",KINHIRAJA,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000095,61,SHIRPUR JAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH SHIRPUR, AT. PO. SHIRPUR, TQ. MALEGAON, DIST.WASHIM. 444504",SHIRPUR,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000096,61,MEDSHI BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MEDSHI, AT. PO. MEDSHI, TQ. MALEGAON, DIST.WASHIM. 444512",MEDSHI,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000097,61,PANGRIKUTE BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH PANGRIKUTE, AT. PO. PANGRIKUTE, TQ. MALEGAON DIST. WASHIM. 444503",MALEGAON,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000098,61,JAULKA RAILWAY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH JAULKA RLY, AT. PO. JAULKA RLY, TQ. MALEGAON, DIST. WASHIM. 444503",JAULKA,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000099,61,RISOD MAIN BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH RISOD MAIN, AT. PO. TQ. RISOD, DIST. WASHIM. 444506",RISOD,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000100,61,RISOD CITY BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH RISOD CITY, AT. PO. TQ. RISOD, DIST. WASHIM. 444506",RISOD,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000101,61,RITHAD BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH RITHAD, AT. PO. RITHAD, TQ. RISOD, DIST.WASHIM 444510",RITHAD,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000102,61,KENWAD BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KENWAD, AT. PO. KENWAD, TQ. RISOD, DIST.WASHIM. 444503",KENWAD,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000103,61,MANGULZANAK BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MANGUL ZANAK, AT. PO. MANGUL ZANAK, TQ. RISOD, DIST. WASHIM. 444504",MANGRUL ZANAK,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000104,61,HARAL BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH HARAL, AT. PO. HARAL, TQ. RISOD, DIST. WASHIM. 444510",RISOD,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000105,61,MOP BRANCH,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH MOP, AT. PO. MOP, TQ. RISOD, DIST. WASHIM 444506",RISOD,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
ADCC0000106,61,KESHAV NAGAR,"THE AKOLA DISTRICT CENTRAL COOP. BANK LTD.,BRANCH KESHAVNAGAR, AT. PO. KESHAVNAGAR, TQ. RISOD DIST. WASHIM. 444504",MASALA PEN,WASHIM,MAHARASHTRA,THE AKOLA DISTRICT CENTRAL COOPERATIVE BANK
